CustomerID,CustomerName,Gender,Age,City,Education_Level,Marital_Status,Dependent_Count,Income_Category,Card_Category,Months_on_Book,Credit_Limit_INR,Total_Revolving_Bal,Avg_Open_To_Buy,Avg_Utilization_Ratio,Months_Inactive_12mon,Contacts_Count_12mon,Total_Trans_Amt_INR,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Attrition_Flag
SBICC102228,Manoj Gupta,M,23,Delhi,Graduate,Married,1,₹10-15 Lakh,Silver,27,206125,79788,118300,0.4053,2,1,150968,67,1.2338,0.7833,0
SBICC102229,Meera Reddy,F,42,Delhi,High School,Married,1,₹6-10 Lakh,Silver,42,63210,7007,48300,0.2126,3,3,40722,62,0.6163,0.8413,0
SBICC102230,Rahul Patel,M,39,Delhi,Post-Graduate,Married,3,₹10-15 Lakh,Platinum,29,468500,9146,519500,0.0368,1,1,18609,78,0.929,0.2965,0
SBICC102231,Neha Nair,F,37,Delhi,High School,Married,1,₹6-10 Lakh,Gold,53,206209,81579,107600,0.4512,0,1,73643,61,0.5757,0.9141,0
SBICC102232,Rajesh Gupta,M,28,Delhi,Graduate,Married,1,₹15-25 Lakh,Silver,51,168816,45583,124800,0.2936,3,2,126074,70,1.3436,1.0947,0
SBICC102233,Sunita Kumar,F,32,Bangalore,Uneducated,Single,3,₹10-15 Lakh,Signature,56,1915383,921343,1376200,0.4139,3,3,23791,66,0.9364,0.6215,0
SBICC102234,Rahul Gupta,M,33,Delhi,Graduate,Divorced,1,₹6-10 Lakh,Silver,45,60567,32421,15800,0.8271,2,2,17952,64,0.7907,0.8986,0
SBICC102235,Manoj Singh,M,45,Mumbai,Graduate,Single,0,₹6-10 Lakh,Silver,56,169036,2843,178500,0.0131,6,2,188623,50,0.6804,1.1796,0
SBICC102236,Amit Reddy,M,34,Chennai,High School,Single,5,> ₹25 Lakh,Silver,56,51576,25004,37500,0.3184,2,2,49131,66,0.6406,1.0647,0
SBICC102237,Rajesh Gupta,M,40,Mumbai,Post-Graduate,Single,2,₹10-15 Lakh,Platinum,18,507579,67331,461500,0.1582,2,1,15808,58,1.1002,0.6527,0
SBICC102238,Vijay Patel,M,25,Bangalore,Post-Graduate,Single,1,₹6-10 Lakh,Gold,16,262354,46068,188100,0.129,1,2,9317,60,1.0907,0.7656,0
SBICC102239,Sanjay Nair,M,42,Mumbai,Graduate,Single,3,₹3-6 Lakh,Silver,44,95457,22797,63400,0.3309,3,2,16778,57,0.428,0.0996,1
SBICC102240,Suresh Kumar,M,43,Delhi,Post-Graduate,Single,2,₹3-6 Lakh,Platinum,35,509491,51930,426300,0.1832,2,1,13663,56,1.1904,0.4899,0
SBICC102241,Manoj Mehta,M,64,Mumbai,Post-Graduate,Married,2,₹3-6 Lakh,Platinum,49,759065,238765,667100,0.3265,2,3,21895,67,0.8403,1.3226,0
SBICC102242,Manoj Gupta,M,41,Delhi,Post-Graduate,Single,2,< ₹3 Lakh,Gold,48,186511,75956,133100,0.355,5,2,42262,48,0.6922,0.3595,1
SBICC102243,Manoj Iyer,M,38,Delhi,Graduate,Married,4,₹6-10 Lakh,Gold,16,205818,22090,217000,0.0356,1,3,31002,77,1.2323,0.0373,0
SBICC102244,Priya Mehta,F,40,Chennai,Graduate,Married,3,₹15-25 Lakh,Gold,56,446191,104165,335300,0.0,2,3,43760,69,0.6591,1.1793,0
SBICC102245,Rajesh Gupta,M,45,Delhi,Graduate,Single,2,₹6-10 Lakh,Silver,29,78160,17215,60600,0.2662,2,4,23574,58,0.217,0.6128,0
SBICC102246,Vijay Gupta,M,31,Chennai,Post-Graduate,Divorced,3,₹6-10 Lakh,Gold,28,520116,161991,290100,0.3569,3,1,104109,69,0.6509,1.0112,0
SBICC102247,Kavya Sharma,F,36,Mumbai,Graduate,Married,0,₹3-6 Lakh,Platinum,36,789974,216477,458500,0.4111,6,1,44158,68,0.0385,0.9535,0
SBICC102248,Neha Nair,F,33,Delhi,Graduate,Single,0,₹10-15 Lakh,Gold,47,181409,34190,155200,0.1364,3,1,40637,72,0.4162,1.0933,0
SBICC102249,Rohit Joshi,M,44,Delhi,Graduate,Married,1,₹6-10 Lakh,Silver,21,187974,35970,153700,0.0045,0,6,6922,68,0.6617,0.7914,0
SBICC102250,Rohit Mehta,M,22,Delhi,Graduate,Divorced,4,₹6-10 Lakh,Gold,11,415449,217329,185900,0.5391,4,1,28274,72,0.4581,1.0558,0
SBICC102251,Rajesh Iyer,M,40,Bangalore,High School,Single,2,₹6-10 Lakh,Silver,8,169394,22564,131800,0.2315,4,6,22218,58,0.3884,0.5656,1
SBICC102252,Arun Gupta,M,32,Bangalore,Doctorate,Married,1,₹6-10 Lakh,Silver,18,101227,7462,96600,0.2294,3,3,48586,62,0.2824,0.0,1
SBICC102253,Suresh Joshi,M,33,Hyderabad,Post-Graduate,Divorced,1,< ₹3 Lakh,Silver,40,128476,7046,109300,0.0,2,2,13432,49,0.1028,0.6056,0
SBICC102254,Priya Nair,F,37,Kolkata,High School,Divorced,1,₹6-10 Lakh,Gold,24,568126,117064,384700,0.3297,3,2,33692,83,0.0,0.9712,0
SBICC102255,Rahul Kumar,M,34,Mumbai,Doctorate,Married,2,₹15-25 Lakh,Gold,55,293575,93656,199300,0.4557,4,0,31528,59,0.7729,0.6016,0
SBICC102256,Kavya Sharma,F,51,Bangalore,Graduate,Married,5,₹10-15 Lakh,Signature,28,1036844,63885,925200,0.1844,5,1,7675,66,0.5437,0.9351,1
SBICC102257,Arun Reddy,M,31,Pune,Post-Graduate,Single,2,₹15-25 Lakh,Gold,56,512485,119731,329800,0.31,4,1,239436,65,1.2713,0.6923,0
SBICC102258,Priya Gupta,F,31,Pune,High School,Married,4,₹6-10 Lakh,Silver,56,169063,27878,142100,0.0983,2,2,15938,60,0.5418,1.024,0
SBICC102259,Rajesh Patel,M,26,Hyderabad,Post-Graduate,Married,1,₹3-6 Lakh,Silver,27,169247,14112,162900,0.1621,4,3,13292,76,0.489,1.0126,0
SBICC102260,Vijay Nair,M,29,Kolkata,Graduate,Married,2,₹10-15 Lakh,Gold,19,361221,82849,307400,0.1726,4,2,281094,63,0.7575,0.5659,1
SBICC102261,Rajesh Nair,M,25,Mumbai,Post-Graduate,Married,3,₹6-10 Lakh,Silver,56,152920,51019,109500,0.1902,6,6,56626,49,0.5045,0.7484,1
SBICC102262,Suresh Reddy,M,42,Mumbai,Post-Graduate,Married,2,₹10-15 Lakh,Gold,35,500300,45405,413300,0.1322,1,2,24643,62,0.5661,0.5972,1
SBICC102263,Deepak Reddy,M,35,Pune,Doctorate,Single,1,₹10-15 Lakh,Signature,42,2175246,837992,1303600,0.5135,6,2,66889,68,1.0806,0.3946,1
SBICC102264,Priya Joshi,F,59,Ahmedabad,Post-Graduate,Married,0,₹15-25 Lakh,Platinum,56,368317,95579,298700,0.2924,4,5,10488,45,0.4741,0.4544,1
SBICC102265,Swati Mehta,F,20,Bangalore,Graduate,Married,3,₹6-10 Lakh,Silver,51,93697,53973,56900,0.3972,3,6,9411,67,0.5051,0.7486,1
SBICC102266,Suresh Sharma,M,38,Bangalore,Doctorate,Married,2,₹3-6 Lakh,Silver,25,79363,53426,36000,0.5895,1,3,38655,66,0.4811,0.5928,0
SBICC102267,Priya Kumar,F,29,Mumbai,Post-Graduate,Married,4,₹10-15 Lakh,Platinum,27,1043053,545586,546700,0.512,3,3,52488,67,0.5964,0.2424,1
SBICC102268,Rohit Mehta,M,32,Hyderabad,Graduate,Married,2,₹6-10 Lakh,Platinum,56,718881,340623,333900,0.527,4,5,20028,48,0.2343,0.7755,1
SBICC102269,Suresh Sharma,M,26,Mumbai,Doctorate,Married,3,₹6-10 Lakh,Platinum,23,599075,311116,252100,0.5517,2,1,12380,66,0.8405,0.3287,0
SBICC102270,Kavya Sharma,F,40,Delhi,Graduate,Single,2,₹10-15 Lakh,Platinum,35,814496,109841,629100,0.0553,5,4,21028,66,0.6663,0.4306,1
SBICC102271,Amit Joshi,M,44,Bangalore,Graduate,Married,1,₹6-10 Lakh,Gold,50,295416,170294,171800,0.366,4,3,16351,57,0.9386,0.6101,0
SBICC102272,Rahul Nair,M,46,Mumbai,High School,Married,1,₹10-15 Lakh,Platinum,34,996590,40356,987700,0.0,1,6,42478,52,0.887,0.7728,1
SBICC102273,Rohit Kumar,M,44,Kolkata,Graduate,Single,3,₹10-15 Lakh,Gold,29,181596,20936,147800,0.1365,3,1,244887,63,0.4423,0.566,0
SBICC102274,Rohit Joshi,M,37,Kolkata,Post-Graduate,Married,0,₹10-15 Lakh,Platinum,10,422395,40877,390900,0.2098,0,0,25810,61,0.3987,1.0372,0
SBICC102275,Swati Reddy,F,35,Delhi,Post-Graduate,Single,2,₹3-6 Lakh,Silver,32,116609,32744,75800,0.3028,3,2,11486,55,0.5338,0.5412,1
SBICC102276,Pooja Reddy,F,34,Bangalore,Post-Graduate,Single,3,₹15-25 Lakh,Platinum,48,743972,102010,706600,0.194,4,3,22867,56,0.7827,0.7679,0
SBICC102277,Suresh Singh,M,39,Hyderabad,High School,Single,4,₹10-15 Lakh,Silver,47,55061,24767,28600,0.5346,3,4,28946,50,0.9112,0.5808,1
SBICC102278,Anjali Joshi,F,39,Mumbai,Graduate,Single,1,₹3-6 Lakh,Silver,31,68066,11106,65100,0.0962,3,2,462610,88,0.3726,0.968,0
SBICC102279,Suresh Nair,M,25,Delhi,Graduate,Married,3,₹10-15 Lakh,Platinum,21,997064,126746,771500,0.2038,5,1,29312,66,0.4162,0.1411,1
SBICC102280,Vijay Iyer,M,39,Mumbai,Graduate,Married,2,₹6-10 Lakh,Gold,20,192066,41067,174100,0.2655,0,2,41994,65,1.2479,0.8565,0
SBICC102281,Rajesh Kumar,M,51,Bangalore,Post-Graduate,Single,1,₹3-6 Lakh,Gold,12,282567,50767,201900,0.3863,4,3,9340,63,1.1644,0.7618,0
SBICC102282,Arun Sharma,M,35,Delhi,Graduate,Married,2,₹6-10 Lakh,Platinum,40,590491,228517,306400,0.3562,2,1,26169,75,0.6249,0.6339,0
SBICC102283,Meera Reddy,F,39,Bangalore,Uneducated,Divorced,0,₹6-10 Lakh,Gold,46,509026,120656,384700,0.1947,2,0,22419,49,1.0509,0.9338,0
SBICC102284,Suresh Gupta,M,42,Pune,High School,Single,2,₹15-25 Lakh,Silver,32,190601,45079,154900,0.1794,2,2,70942,58,0.3583,0.373,0
SBICC102285,Suresh Kumar,M,23,Bangalore,Post-Graduate,Single,2,₹10-15 Lakh,Silver,51,57485,20543,40200,0.1698,4,3,58439,58,0.384,0.5869,1
SBICC102286,Meera Iyer,F,43,Chennai,Post-Graduate,Single,2,₹6-10 Lakh,Silver,34,146124,26890,127500,0.3578,1,2,69618,72,0.6699,0.5554,0
SBICC102287,Vijay Patel,M,44,Mumbai,Uneducated,Married,3,₹10-15 Lakh,Silver,56,157118,46190,120000,0.3262,4,2,38737,78,0.6298,1.8205,0
SBICC102288,Divya Sharma,F,47,Mumbai,Post-Graduate,Married,2,₹3-6 Lakh,Platinum,53,509406,131124,300100,0.5111,0,1,25380,54,0.6573,0.8907,0
SBICC102289,Pooja Nair,F,31,Delhi,Post-Graduate,Single,2,₹6-10 Lakh,Gold,39,204754,2866,219800,0.0293,3,2,82187,72,0.8391,0.7467,0
SBICC102290,Sunita Patel,F,50,Hyderabad,Doctorate,Single,2,₹3-6 Lakh,Silver,46,150770,18425,149500,0.1344,2,2,8517,68,1.0738,0.4948,0
SBICC102291,Kavya Singh,F,36,Mumbai,Uneducated,Single,2,< ₹3 Lakh,Gold,56,389319,95393,250000,0.3849,2,4,54467,56,1.1336,0.5047,1
SBICC102292,Rohit Singh,M,40,Kolkata,Graduate,Married,3,₹6-10 Lakh,Gold,22,280878,33518,225800,0.0,1,3,30456,64,0.6176,0.7607,0
SBICC102293,Amit Sharma,M,31,Mumbai,Post-Graduate,Single,2,₹10-15 Lakh,Silver,55,152556,19385,147500,0.1354,3,1,54644,76,0.3707,1.216,0
SBICC102294,Pooja Mehta,F,58,Delhi,Post-Graduate,Married,2,> ₹25 Lakh,Gold,38,369227,108171,278200,0.0853,4,5,162998,65,0.5946,1.031,1
SBICC102295,Rahul Gupta,M,40,Delhi,High School,Married,5,₹3-6 Lakh,Silver,56,166826,33823,153300,0.1875,4,5,11416,55,0.8933,0.9866,1
SBICC102296,Swati Iyer,F,52,Delhi,Uneducated,Married,3,₹6-10 Lakh,Silver,28,122581,26344,84700,0.3062,0,0,14823,58,0.6021,0.3154,0
SBICC102297,Divya Reddy,F,27,Mumbai,Post-Graduate,Single,0,< ₹3 Lakh,Gold,41,173248,31209,124100,0.1314,1,0,28875,58,0.0,0.9931,0
SBICC102298,Anjali Nair,F,53,Chennai,Post-Graduate,Married,3,₹6-10 Lakh,Silver,34,125601,52301,56400,0.4885,2,2,47710,57,0.8054,0.6485,0
SBICC102299,Anjali Patel,F,41,Mumbai,High School,Married,1,> ₹25 Lakh,Signature,47,1000506,110485,1050800,0.0779,0,2,26892,61,0.3846,0.4519,1
SBICC102300,Rahul Nair,M,34,Ahmedabad,Graduate,Single,0,₹3-6 Lakh,Silver,32,169079,50629,126500,0.4239,2,5,120340,53,0.5211,0.2002,1
SBICC102301,Amit Kumar,M,30,Pune,Post-Graduate,Married,1,₹15-25 Lakh,Gold,35,404366,6996,370300,0.1533,2,0,134818,78,0.4004,0.5508,0
SBICC102302,Suresh Iyer,M,29,Delhi,Graduate,Divorced,1,₹6-10 Lakh,Silver,29,179584,65935,110900,0.2939,4,2,54945,68,0.811,1.339,0
SBICC102303,Rahul Joshi,M,31,Hyderabad,Graduate,Married,1,₹6-10 Lakh,Gold,56,307963,30041,332000,0.1229,1,4,51755,81,0.4965,0.6413,0
SBICC102304,Deepak Kumar,M,32,Hyderabad,High School,Married,2,₹10-15 Lakh,Silver,14,129327,30186,112300,0.3083,4,4,15443,62,0.2993,0.1259,1
SBICC102305,Priya Kumar,F,47,Mumbai,Graduate,Married,2,₹6-10 Lakh,Gold,26,202068,63113,109500,0.3808,1,1,11174,71,0.8204,1.3208,0
SBICC102306,Rajesh Singh,M,44,Pune,Graduate,Married,3,₹10-15 Lakh,Gold,48,512851,133198,342500,0.329,1,3,111908,62,0.6193,0.7566,0
SBICC102307,Priya Gupta,F,38,Ahmedabad,Graduate,Married,0,₹10-15 Lakh,Silver,40,151447,82390,70500,0.5054,5,2,48961,72,0.5802,0.3984,0
SBICC102308,Rahul Singh,M,37,Delhi,Post-Graduate,Married,2,> ₹25 Lakh,Platinum,40,461024,161953,283900,0.2914,3,2,26836,67,0.9671,0.8561,0
SBICC102309,Rahul Iyer,M,43,Mumbai,Post-Graduate,Single,2,₹6-10 Lakh,Silver,19,60024,21923,29400,0.3088,2,1,119811,60,0.6801,1.1413,0
SBICC102310,Divya Nair,F,40,Delhi,Graduate,Married,3,₹6-10 Lakh,Platinum,25,448934,76252,357500,0.2219,4,1,25725,65,0.7263,0.8061,0
SBICC102311,Divya Mehta,F,36,Delhi,High School,Married,3,₹6-10 Lakh,Silver,45,96627,22688,77000,0.1843,1,1,9720,71,0.9227,0.9851,0
SBICC102312,Manoj Joshi,M,39,Mumbai,Graduate,Married,2,> ₹25 Lakh,Silver,6,155619,58467,114600,0.4542,2,0,14998,73,0.975,0.6628,0
SBICC102313,Swati Sharma,F,30,Mumbai,Graduate,Married,4,₹15-25 Lakh,Gold,33,282123,18287,228400,0.1922,6,2,19972,76,0.8845,0.7466,0
SBICC102314,Rohit Gupta,M,25,Chennai,Post-Graduate,Married,4,₹3-6 Lakh,Silver,6,96663,11710,97800,0.0971,2,1,111643,58,0.3755,1.1423,0
SBICC102315,Suresh Singh,M,32,Hyderabad,Graduate,Married,0,₹15-25 Lakh,Silver,35,177477,18321,164000,0.256,2,4,22303,66,1.0834,1.3072,0
SBICC102316,Neha Mehta,F,38,Mumbai,Post-Graduate,Single,0,₹3-6 Lakh,Silver,32,55664,19296,40300,0.4594,3,1,45475,70,0.052,0.4813,0
SBICC102317,Pooja Patel,F,45,Chennai,Post-Graduate,Divorced,4,₹15-25 Lakh,Silver,56,148082,73909,64600,0.5224,1,2,34902,62,0.7087,0.1897,0
SBICC102318,Swati Patel,F,43,Chennai,Graduate,Married,3,₹6-10 Lakh,Silver,8,109090,33902,62900,0.3759,3,1,109524,66,0.6553,0.8629,0
SBICC102319,Amit Sharma,M,34,Pune,Post-Graduate,Married,3,₹3-6 Lakh,Silver,39,154387,87378,99500,0.5368,4,0,200658,76,0.9086,0.6021,0
SBICC102320,Deepak Kumar,M,26,Mumbai,High School,Married,1,> ₹25 Lakh,Platinum,56,905083,792460,290500,0.6679,5,3,13144,79,0.9218,0.4114,0
SBICC102321,Sanjay Sharma,M,40,Mumbai,Graduate,Married,2,> ₹25 Lakh,Gold,42,291807,176575,66500,0.7324,0,2,97751,67,0.405,0.9605,0
SBICC102322,Vijay Singh,M,22,Bangalore,Post-Graduate,Single,4,₹3-6 Lakh,Gold,56,239696,92565,185100,0.4024,0,1,13607,60,0.5001,0.4177,0
SBICC102323,Sunita Mehta,F,48,Delhi,Post-Graduate,Married,0,> ₹25 Lakh,Platinum,28,428797,121813,305600,0.434,4,1,92391,69,0.4366,0.263,1
SBICC102324,Rohit Joshi,M,33,Bangalore,High School,Married,1,₹10-15 Lakh,Platinum,38,536535,204391,316500,0.4413,2,1,52043,75,0.4533,0.7385,0
SBICC102325,Sanjay Mehta,M,54,Mumbai,Graduate,Single,0,₹6-10 Lakh,Silver,30,147887,4605,166200,0.0,1,0,8193,55,0.768,0.8711,0
SBICC102326,Meera Kumar,F,52,Hyderabad,Post-Graduate,Married,3,₹15-25 Lakh,Platinum,41,975654,423875,495600,0.5128,6,1,33721,67,0.4709,0.6672,0
SBICC102327,Rohit Patel,M,48,Mumbai,Graduate,Married,0,₹10-15 Lakh,Silver,48,120755,20777,101800,0.1208,5,4,53620,66,0.7711,0.4191,1
SBICC102328,Swati Sharma,F,32,Chennai,Post-Graduate,Married,1,₹6-10 Lakh,Gold,41,268964,134197,134100,0.6544,5,5,15029,66,0.449,0.8687,1
SBICC102329,Rajesh Mehta,M,43,Bangalore,High School,Married,2,₹3-6 Lakh,Silver,41,205497,15498,173300,0.0396,2,2,37825,79,1.0587,0.7471,0
SBICC102330,Manoj Joshi,M,30,Kolkata,Graduate,Single,3,₹3-6 Lakh,Silver,56,147656,18635,122000,0.2492,4,6,116031,60,0.4847,0.4487,1
SBICC102331,Manoj Gupta,M,43,Bangalore,Graduate,Married,0,₹10-15 Lakh,Signature,28,907536,527919,393400,0.6481,3,1,6747,61,1.3734,0.0797,1
SBICC102332,Rahul Sharma,M,32,Mumbai,High School,Married,2,₹3-6 Lakh,Silver,41,57830,18048,36200,0.3044,2,4,34329,86,0.5585,0.412,0
SBICC102333,Suresh Gupta,M,34,Delhi,Post-Graduate,Single,2,₹6-10 Lakh,Gold,34,484918,186101,266300,0.3321,4,2,19237,58,0.2123,0.3309,1
SBICC102334,Priya Joshi,F,39,Chennai,Graduate,Single,1,₹10-15 Lakh,Silver,51,163728,58184,117500,0.3544,3,2,15104,65,0.5504,0.3333,1
SBICC102335,Pooja Nair,F,50,Delhi,Post-Graduate,Single,0,₹10-15 Lakh,Silver,56,155976,12552,127300,0.2105,5,4,14907,57,0.1952,0.2039,1
SBICC102336,Sanjay Mehta,M,51,Kolkata,Graduate,Single,3,< ₹3 Lakh,Gold,9,525011,111214,351100,0.3077,1,2,31750,72,0.5395,0.6861,0
SBICC102337,Rohit Kumar,M,42,Chennai,Graduate,Married,2,₹3-6 Lakh,Platinum,18,1045388,234949,863200,0.247,0,6,162676,56,0.8914,0.9611,0
SBICC102338,Swati Kumar,F,35,Chennai,Post-Graduate,Married,1,₹3-6 Lakh,Gold,56,410220,110527,341700,0.3217,1,2,58789,50,0.7119,0.5865,0
SBICC102339,Vijay Reddy,M,42,Mumbai,Graduate,Married,0,< ₹3 Lakh,Silver,22,86355,75534,32400,0.6974,2,3,172771,49,0.6692,0.7458,0
SBICC102340,Rajesh Patel,M,26,Bangalore,Graduate,Single,2,₹15-25 Lakh,Silver,6,76233,4476,68400,0.2105,0,3,27275,62,0.6845,1.0636,0
SBICC102341,Meera Joshi,F,45,Delhi,Post-Graduate,Married,3,₹3-6 Lakh,Silver,56,72850,13805,53000,0.2742,1,3,169169,78,1.1429,0.6604,0
SBICC102342,Neha Mehta,F,26,Mumbai,Post-Graduate,Married,2,₹3-6 Lakh,Gold,23,378209,30573,407300,0.0993,4,2,81508,60,0.3627,1.2123,0
SBICC102343,Divya Reddy,F,26,Delhi,Graduate,Married,2,₹3-6 Lakh,Gold,6,444084,106965,273200,0.2945,5,6,110374,64,0.5781,1.4187,1
SBICC102344,Pooja Patel,F,22,Kolkata,Graduate,Single,2,₹10-15 Lakh,Silver,37,91783,38994,57100,0.5534,1,3,6175,82,0.8401,0.8453,0
SBICC102345,Manoj Singh,M,22,Chennai,Post-Graduate,Married,0,₹6-10 Lakh,Silver,43,131161,13756,100100,0.0672,5,1,59436,67,0.9052,0.6356,0
SBICC102346,Rohit Gupta,M,37,Bangalore,Graduate,Single,2,₹6-10 Lakh,Gold,30,369586,91188,285500,0.235,0,2,18586,59,0.5531,0.0,0
SBICC102347,Rajesh Nair,M,46,Mumbai,Graduate,Married,1,₹3-6 Lakh,Silver,42,96856,26420,84700,0.0813,2,1,4293,51,0.8585,0.7314,0
SBICC102348,Arun Mehta,M,31,Mumbai,Post-Graduate,Single,0,₹6-10 Lakh,Silver,55,86883,36540,65500,0.1961,0,2,17556,65,0.7925,0.9224,0
SBICC102349,Rahul Gupta,M,47,Mumbai,Post-Graduate,Married,1,₹15-25 Lakh,Platinum,14,784048,198948,709300,0.065,4,0,26108,70,0.4661,1.5277,0
SBICC102350,Rajesh Kumar,M,40,Bangalore,Post-Graduate,Married,4,₹6-10 Lakh,Silver,31,122391,42697,102700,0.2479,2,2,39175,48,1.0972,0.7923,0
SBICC102351,Rohit Singh,M,26,Delhi,Doctorate,Single,2,₹10-15 Lakh,Silver,19,71826,11746,60300,0.0863,1,0,27035,78,0.4394,0.7023,0
SBICC102352,Rekha Kumar,F,47,Delhi,Post-Graduate,Married,5,₹6-10 Lakh,Signature,20,1276529,492070,606200,0.5345,1,2,39959,59,1.0107,0.6525,0
SBICC102353,Neha Singh,F,36,Hyderabad,Uneducated,Married,3,₹6-10 Lakh,Platinum,8,722395,103695,708900,0.1743,2,2,21059,75,1.0535,0.2678,0
SBICC102354,Pooja Iyer,F,51,Bangalore,Uneducated,Married,3,₹6-10 Lakh,Platinum,46,1049649,118123,876200,0.0,2,3,24285,60,0.6384,0.6061,0
SBICC102355,Rahul Patel,M,22,Kolkata,Post-Graduate,Single,3,< ₹3 Lakh,Gold,37,331351,102037,271200,0.3562,1,1,19042,69,0.2455,0.9054,0
SBICC102356,Rohit Singh,M,36,Mumbai,Graduate,Single,1,₹15-25 Lakh,Silver,40,159956,13748,169500,0.0902,1,0,45986,58,0.648,0.839,0
SBICC102357,Vijay Kumar,M,35,Delhi,Graduate,Single,2,₹3-6 Lakh,Gold,36,413631,91513,272000,0.3327,3,2,27948,65,0.4988,1.1225,0
SBICC102358,Rahul Gupta,M,52,Chennai,Graduate,Married,2,₹10-15 Lakh,Gold,32,431538,33266,410200,0.0455,0,2,46169,55,0.4275,0.466,0
SBICC102359,Anjali Mehta,F,47,Delhi,Post-Graduate,Single,3,₹6-10 Lakh,Silver,29,198760,123359,76200,0.7604,1,1,35680,78,0.871,1.3959,0
SBICC102360,Arun Gupta,M,38,Kolkata,Graduate,Divorced,1,₹6-10 Lakh,Signature,52,2200495,623841,1753200,0.5337,1,1,136324,70,0.9848,0.9283,0
SBICC102361,Sunita Nair,F,34,Pune,High School,Single,3,₹15-25 Lakh,Silver,34,120194,9531,116400,0.1094,4,2,58670,70,0.6382,0.7864,0
SBICC102362,Sanjay Gupta,M,35,Bangalore,Post-Graduate,Single,1,₹6-10 Lakh,Gold,33,498569,52915,427000,0.1038,1,0,44306,72,0.2568,1.035,0
SBICC102363,Suresh Joshi,M,54,Chennai,Post-Graduate,Married,2,₹15-25 Lakh,Silver,9,74943,15807,48200,0.2082,4,3,38773,76,0.6835,0.799,1
SBICC102364,Divya Patel,F,37,Delhi,High School,Married,0,₹6-10 Lakh,Signature,14,2836454,593020,2062300,0.1612,2,1,8996,61,1.0898,1.4483,0
SBICC102365,Vijay Kumar,M,50,Bangalore,Doctorate,Single,4,> ₹25 Lakh,Silver,33,53538,6383,44200,0.2264,0,3,46927,61,1.2887,0.4417,0
SBICC102366,Suresh Sharma,M,39,Mumbai,Post-Graduate,Married,3,₹6-10 Lakh,Gold,40,362920,15073,375400,0.0,2,4,17440,63,1.1341,0.2546,1
SBICC102367,Anjali Patel,F,47,Delhi,Graduate,Single,2,₹6-10 Lakh,Silver,6,137634,47584,104900,0.3238,2,3,114934,58,1.063,1.2272,0
SBICC102368,Rohit Patel,M,40,Delhi,Graduate,Single,1,< ₹3 Lakh,Gold,56,206481,109918,109700,0.6115,6,2,39270,69,0.9899,0.4385,1
SBICC102369,Rahul Gupta,M,35,Chennai,Graduate,Single,0,₹3-6 Lakh,Platinum,49,1063142,103758,832500,0.1295,3,2,55580,60,0.8038,0.5483,1
SBICC102370,Sanjay Kumar,M,41,Ahmedabad,Post-Graduate,Married,2,₹3-6 Lakh,Silver,18,51369,7440,50000,0.1509,1,6,13129,62,0.7181,1.0848,0
SBICC102371,Vijay Mehta,M,33,Bangalore,Post-Graduate,Married,4,₹10-15 Lakh,Gold,27,339504,110374,284600,0.2573,2,4,96350,70,0.5096,0.6078,0
SBICC102372,Manoj Sharma,M,46,Chennai,Graduate,Married,2,₹10-15 Lakh,Silver,56,117871,48142,67700,0.4952,1,0,10720,55,0.6488,0.7876,0
SBICC102373,Manoj Kumar,M,23,Bangalore,Post-Graduate,Married,3,< ₹3 Lakh,Silver,56,81467,8306,65100,0.1706,3,3,18291,67,0.5684,1.2867,0
SBICC102374,Divya Singh,F,52,Chennai,Graduate,Single,2,₹6-10 Lakh,Silver,38,183873,52659,113100,0.0887,3,3,46899,68,1.0701,1.1235,0
SBICC102375,Amit Joshi,M,46,Pune,Uneducated,Single,0,₹6-10 Lakh,Silver,30,67443,20821,54900,0.3854,3,2,39912,73,0.8387,0.3047,1
SBICC102376,Rohit Gupta,M,43,Mumbai,Graduate,Married,3,₹6-10 Lakh,Gold,22,228377,144372,72200,0.561,0,4,29399,55,0.8601,1.1547,0
SBICC102377,Rekha Mehta,F,46,Mumbai,Post-Graduate,Single,0,₹10-15 Lakh,Silver,56,110380,13487,89100,0.2237,5,2,61947,40,0.9941,0.7636,0
SBICC102378,Kavya Nair,F,45,Bangalore,Graduate,Married,5,₹6-10 Lakh,Silver,36,173414,20833,153500,0.2673,5,2,19921,88,0.7535,0.5205,0
SBICC102379,Kavya Nair,F,43,Mumbai,Graduate,Single,2,₹3-6 Lakh,Gold,37,309311,70914,234900,0.1972,5,3,178431,57,1.2078,0.2762,1
SBICC102380,Priya Joshi,F,35,Pune,Post-Graduate,Married,1,₹3-6 Lakh,Platinum,43,1315280,346285,793200,0.3339,3,1,27356,77,0.1476,1.0647,0
SBICC102381,Deepak Nair,M,39,Delhi,Post-Graduate,Single,3,₹6-10 Lakh,Gold,31,210926,9964,189200,0.0,2,1,54085,57,0.0391,0.3898,0
SBICC102382,Rohit Singh,M,31,Chennai,Graduate,Divorced,1,₹3-6 Lakh,Gold,6,305348,66855,287800,0.0907,3,4,63558,59,0.842,0.4087,1
SBICC102383,Priya Joshi,F,41,Bangalore,High School,Single,4,₹10-15 Lakh,Platinum,56,668313,148379,550200,0.344,1,4,81394,56,0.7685,0.6034,0
